Name,Brand,cluster,Notes
Taklamakan,Stephane Humbert Lucas 777,5,"['Bergamot', 'rose', 'patchouli coeur', 'black vanilla', 'tonka absolute', 'birch', 'cade', 'gaiac', 'cedar', 'myrrh', 'orris', 'tolu balsam', 'labdanum', 'ambreine', 'amber gris', 'benzoin', 'sandalwood', 'musk']"
"Eye, Hatshepsut",Charenton Macerations,3,"['Papyrus', 'blue lotus', 'smoke', 'burnt tallow', 'kohl', 'cinnamon', 'honeyed wine', 'orris butter', 'patchouli', 'incense', 'labdanum', 'Egyptian musk']"
Perdizione,Nobile 1942,2,"['Grapefruit', 'bergamot', 'lavender', 'ylang-ylang', 'rose', 'orange blossom', 'neroli petitgrain', 'cedar', 'vanilla', 'musk']"
Sandalo Nobile,Nobile 1942,3,"['Saffron', 'cumin seed', 'iris', 'fig wood', 'gurjum', 'sandalwood', 'benzoin', 'white musk', 'cedar']"
On The Road,Timothy Han Edition Perfumes,3,"['Galbanum', 'lemon', 'bergamot', 'lavandin', 'amyris', 'cedarwood', 'patchouli', 'tonka bean', 'oakmoss', 'gaiac', 'benzoin', 'birch', 'vanilla', 'labdanum', 'perou']"
Black,Widian,5,"['Lemon', 'peach', 'cinnamon', 'tuberose', 'orange blossom', 'solar accord', 'cedar', 'caramel', 'vanilla']"
Incarnata,Anatole Lebreton,5,"['Raspberry', 'violet', 'rhododendron', 'lipstick', 'iris', 'myrrh', 'rose', 'amber', 'suede', 'benzoin', 'vanilla']"
La Haine,Moth and Rabbit,3,"['aldehyde', 'buchu leaf', 'bay', 'birch', 'cedar', 'metallic accord', 'leather', 'moss', 'musk']"
Madagascan Jasmine,Grandiflora,1,"['jasmine', 'citrus']"
La Danza delle Libellule Exceptional,Nobile 1942,5,"['Bergamot', 'red apple', 'cedar', 'cinnamon', 'musk', 'vanilla', 'coconut']"
Salome,Papillon Artisan Perfumes,5,"['Jasmine', 'carnation', 'bitter red orange', 'Turkish rose', 'orange blossom', 'tobacco', 'hyraceum', 'styrax', 'vanilla', 'hay', 'patchouli', 'bergamot', 'oakmoss', 'cumin', 'birch tar', 'castoreum']"
Black,Widian,3,"['Cardamom', 'cinnamon', 'incense', 'cypress', 'sandalwood', 'cedar', 'musk']"
Black,Widian,5,"['Plum', 'Mandarin', 'Rose', 'Sandalwood', 'Musk', 'Vanilla', 'Moss']"
Black,Widian,3,"['Bergamot', 'spearmint', 'leather', 'dry wood', 'vanilla', 'moss', 'patchouli', 'sandalwood']"
Black,Widian,5,"['Bergamot', 'blackcurrant', 'prune', 'rose', 'white flowers', 'vanilla', 'musk', 'leather', 'sandalwood']"
Goddess of Love &,4160 Tuesdays,1,"['Plum', 'peach', 'wild strawberry', 'blackcurrant', 'raspberry', 'grapefruit', 'yuzu', 'oakmoss', 'opoponax', 'bergamot', 'patchouli', 'rose', 'jasmine', 'lily of the valley', 'vanilla', 'vintage musk']"
L'Eau Scandaleuse,Anatole Lebreton,2,"['Bergamot', 'peach', 'davana', 'tuberose', 'ylang ylang', 'leather', 'castoreum', 'cypriol', 'oakmoss']"
Bois Lumiere,Anatole Lebreton,3,"['Corsican juniper', 'clary sage', 'mandarin', 'fir balsam', 'honey', 'rose', 'carnation', 'immortelle', 'beeswax', 'atlas cedar', 'benzoin']"
Maxed,4160 Tuesdays,5,"['Rum', 'coconut and lime', 'tobacco', 'coffee', 'cannabis essential oil', 'vintage musks', 'vanilla', 'cumin', 'Atlas cedar']"
Alchemico,Mazzolari,3,"['Rose', 'cypress', 'pepper', 'incense', 'geranium', 'vetiver', 'amber']"
Fougere Nobile,Nobile 1942,3,"['Bergamot', 'basil absolute', 'lavender', 'black pepper', 'elemi', 'geranium', 'aldehydes', 'tobacco', 'vetiver', 'tonka bean', 'patchouli', 'sandalwood', 'white musk']"
Mortal Skin,Stephane Humbert Lucas 777,3,"['Blackberry', 'Ink', 'Rockrose', 'Opoponax', 'Iris', 'Davana', 'Myrrh', 'Cardamom', 'Ambergris', 'Storax', 'Sandalwood', 'Labdanum', 'Civet', 'Atlas Cedarwood', 'Birch', 'Musk']"
Spirituelle,Divine,1,"['Pink pepper', 'sichaun pepper', 'geranium', 'labdanum', 'rose', 'cedar', 'amber', 'musk', 'incense']"
Black,Michele Bergman,5,"['Tunisian amber', 'vanilla', 'hint of patchouli']"
She Came to Stay,Timothy Han Edition Perfumes,3,"['Geranium', 'basil', 'lemon', 'Indonesian clove', 'nutmeg', 'patchouli', 'vetiver', 'labdanum', 'oakmoss', 'cedarwood.']"
L'homme de Coeur,Divine,3,"['angelica', 'juniper berries', 'cypress', 'iris', 'vetiver', 'ambergris', 'wild vanilla']"
L'Homme Sage,Divine,3,"['saffron', 'mandarin', 'cardamom', 'lychee', 'aromatic woods', 'immortelle (or everlasting flower)', 'patchouli', 'oak moss', 'amber', 'incense']"
L'Etre Aime - Homme,Divine,3,"['bergamot', 'lavender', 'ginger', 'basil', 'cardamom', 'everlasting flower', 'cistus', 'sandalwood', 'vetiver', 'patchouli']"
Augusto,Mazzolari,3,"['Bergamot', 'sweet orange', 'mint', 'rosewood', 'geranium', 'lavender', 'vetiver', 'amber', 'sandalwood.']"
Le Rose,Mazzolari,1,"['Rose', 'Indian sandalwood', 'musk.']"
Pichola,Neela Vermeire Creations,2,"['Cardamom', 'cinnamon', 'saffron', 'juniper', 'magnolia', 'neroli oil', 'clementine', 'bergamot', 'orange blossom absolute', 'rose absolute', 'tuberose absolute', 'jasmine sambac', 'ylang-ylang', 'benzoin absolute', 'sandalwood', 'driftwood', 'vetiver from Haiti.']"
O/E,Bogue Profumo,3,"['Bergamot', 'grapefruit', 'lemon', 'neroli', 'clove', 'black pepper', 'rosemary', 'thyme', 'camphor', 'Lebanon cedar', 'juniper', 'pine', 'cypress', 'rose', 'jasmine', 'vetiver', 'benzoin', 'tobacco', 'resins', 'sandalwood']"
Asphalt Rainbow Scratch &,Charenton Macerations,3,"['Rose Absolute', 'Rose Fragments', 'Spray Paint (Aerosols)', 'Galbanum', 'Lily of the Valley', 'Lychee', 'Ylang', 'Saffron', 'Magnolia', 'Leather', 'Cistus', 'Asphalt', 'Detritus', 'Patchouli', 'Wood', 'Amber']"
Asphalt Rainbow,Charenton Macerations,3,"['Rose Absolute', 'Rose Fragments', 'Galbanum', 'Lily of the Valley', 'Lychee', 'Ylang', 'Saffron', 'Magnolia', 'Leather', 'Cistus', 'Asphalt', 'Patchouli', 'Wood', 'Amber']"
Cristallo di Rocca,Omnia Profumo,2,"['Almond', 'citrus', 'lily of the valley', 'rose', 'geranium', 'ylang ylang', 'cloves', 'rum', 'iris', 'sandalwood', 'vanilla', 'and rock crystal.']"
Morning Muscs,Alexandre. J,1,"['Mandarin orange', 'grapefruit', 'peach', 'iris', 'damask rose', 'violet', 'patchouli', 'musk and moss.']"
Black Muscs,Alexandre. J,3,"['Bergamot', 'lemon', 'violet', 'rose', 'patchouli', 'amber', 'and musk.']"
Rose Oud,Alexandre. J,4,"['Rose', 'agarwood', 'musk', 'amber', 'lemon', 'olibanum and sandalwood.']"
Silver Ombre,Alexandre. J,5,"['Raspberry', 'lemon', 'apple', 'rose', 'iris', 'saffron', 'musk', 'patchouli', 'amber', 'vanilla and white woods.']"
Vaniglia,Mazzolari,5,"['Vanilla', 'caramel', 'orchid']"
Nero,Mazzolari,3,"['Blackcurrant', 'apple', 'bergamot', 'pineapple', 'rose', 'jasmine', 'patchouli', 'birch', 'amber', 'musk', 'vanilla.']"
Christopher Street,Charenton Macerations,3,"['Alcoholic lime', 'bergamot', 'bitter orange', 'leather', 'tobacco', 'cinnamon', 'clove bud', 'orange blossom', 'poet carnation', 'incense', 'moss', 'musk', 'myrrh', 'patchouli.']"
Rudis,Nobile 1942,3,"['bergamot', 'dried fruits', 'rose', 'geranium', 'clove', 'saffron', 'cedar wood', 'leathery notes', 'patchouli', 'vetiver', 'immortelle', 'musk and incense']"
Gardenia,M. Micallef,2,"['Gardenia', 'peach', 'ylang-ylang', 'jasmine', 'sandalwood', 'ambergris', 'white musk.']"
Mohur,Neela Vermeire Creations,3,"['Cardamom', 'coriander', 'ambrette', 'carrot seeds', 'pepper', 'elemi', 'iris', 'jasmine', 'rose', 'violet', 'almond', 'leather', 'sandalwood', 'amber', 'woody notes', 'patchouli', 'agarwood (oud)', 'benzoin', 'vanilla', 'and tonka bean.']"
Maai,Bogue Profumo,2,"['tuberose', 'rose', 'jasmine', 'ylang ylang', 'civet', 'castoreum', 'hyraceum', 'dried fruits', 'sandalwood', 'oakmoss.']"
SHE Shihan,Piotr Czarnecki,5,"['Plum', 'violet', 'rose', 'tobacco', 'incense', 'spices', 'vanilla']"
Mood Indigo,Moth and Rabbit,3,"['Red pepper', 'camomile romaine', 'geranium', 'waterlily', 'musk', 'sandalwood', 'incense', 'amber', 'cedarwood', 'and patchouli.']"
Love Exposure,Moth and Rabbit,1,"['Ylang', 'magnolia flowers', 'neroli oil', 'cassis', 'bay oil', 'cumin oil', 'costus', 'jasmine sambac', 'encens', 'musk', 'sandalwood', 'ambergris', 'and vanilla.']"
Anubis,Papillon Artisan Perfumes,3,"['Suede', 'jasmine', 'pink lotus', 'immortelle', 'olibanum', 'myrrh and saffron.']"
Tobacco Rose,Papillon Artisan Perfumes,1,"['Bulgarian rose', 'rose de mai', 'oakmoss', 'ambergris', 'beeswax and peru balsam.']"
Angelique,Papillon Artisan Perfumes,1,"['Mimosa petals', 'orris', 'champaca', 'osmanthus', 'cedar and olibanum.']"
2022 Generation Homme,Stephane Humbert Lucas 777,4,"['Yuzu zest', 'blackcurrant', 'mint', 'Cambodian oud', 'precious oud', 'spices', 'balsamic notes.']"
Shihan,Piotr Czarnecki,5,"['Whiskey', 'coffee', 'tobacco', 'pepper', 'cinnamon', 'incense', 'myrrh', 'spicy accord', 'ambrette', 'labdanum', 'benzoin', 'amber and musk.']"
Black Gemstone,Stephane Humbert Lucas 777,3,"['Infusion of three cedars lemon', 'myrrh', 'tar', 'incense', 'teak', 'tonka.']"
Oumma,Stephane Humbert Lucas 777,4,"['Egyptian jasmine', 'Moroccan rose', 'Peruvian balsam', 'balsam tolu', 'ashes of cade', 'Burmese oud', 'nagarmotha.']"
Rose de Petra,Stephane Humbert Lucas 777,1,"['Rose oxide', 'pomegranate', 'litchi', 'Bulgarian rose', 'pepper', 'cardamom', 'cumin seeds.']"
Soleil de Jeddah,Stephane Humbert Lucas 777,3,"['Lemon', 'Roman chamomile', 'osmanthus', 'iris root', 'amber', 'earthy notes', 'iris butter', 'Russian leather', 'vanilla from Madagascar.']"
Khol de Bahrein,Stephane Humbert Lucas 777,1,"['Violet', 'nougat', 'gums', 'iris powder', 'sandalwood', 'benzoin', 'amber', 'musky balsamic notes.']"
O Hira,Stephane Humbert Lucas 777,3,['Fossilized amber']
Une Nuit a Doha,Stephane Humbert Lucas 777,5,"['Fennel', 'crystallized mandarin', 'ginger', 'immortelle flower from Corsica', 'vetiver from HaÃ¯ti', 'brown tobacco', 'absolute of vanilla.']"
Magnolia Grandiflora - Sandrine,Grandiflora,3,"['Lemon', 'grapefruit', 'white pepper', 'fresh garden accords', 'dry wood accords', 'marine-aquatic accords', 'musky accords']"
Vani Choc,Hilde Soliani,5,"['Citrus accord', 'vanilla', 'almond', 'sandalwood']"
Tendre est la Nuit,Majda Bekkali,3,"['Corsican immortelle', 'ambrette and carrot seeds', 'cabreuva', 'davana', 'pepper', 'Sichuan pepper', 'benzoin', 'leather', 'labdanum', 'oakmoss', 'incense', 'patchouli', 'castoreum']"
Monsieur,Pierre Guillaume Paris Black Collection,3,"['Patchouli', 'Cedarwood', 'Vetiver and Sandalwood', 'Absolute of Poplar', 'Oakmoss', 'Incense Wood and Papyrus.']"
Ashoka,Neela Vermeire Creations,2,"['Lotus', 'rose', 'water hyacinth', 'fig leaf', 'parsley leaf', 'Osmanthus absolute', 'cassie absolute', 'iris', 'incense essence', 'Jasmine sambac', 'fig milk', 'geranium', 'ylang-ylang', 'Fir balsam absolute', 'myrrh', 'cedarwood', 'sandalwood', 'vanilla accord', 'ambre gris', 'birch', 'Haitian vetiver', 'leather', 'styrax', 'heliotrope']"
Cologne Absolute,Tom Daxon,3,"['Neroli', 'bergamot', 'tarragon', 'green violet leaf', 'lemon petitgrain', 'jasmine', 'lily of the valley', 'givescone', 'patchouli', 'cypriol']"
Sicilian Wood,Tom Daxon,3,"['Lemon', 'tangerine', 'bergamot', 'cardamom', 'gaiac wood', 'jasmine', 'lily of the valley', 'amber cedarwood', 'sandalwood']"
Resin Sacra,Tom Daxon,3,"['Suede', 'frankincense', 'patchouli', 'benzoin Siam', 'cistus', 'ambroxan', 'sandalwood', 'vetiver']"
Iridium,Tom Daxon,3,"['Juniper', 'angelica', 'carrot seed', 'iris', 'vetiver', 'cedarwood', 'Iso E Super']"
Salvia Sclarea,Tom Daxon,3,"['Grass', 'green violet leaf', 'bergamot', 'elemi', 'clary sage', 'jasmine', 'oakmoss', 'cashmeran', 'white musks']"
Agua Magnoliana,Fueguia 1833,1,"['Amazon magnolia', 'Santalum Album', 'grandiflorum jasmine']"
Talc Gourmand,Farmacia SS. Annunziata dal 1561,5,"['Honey', 'caramel', 'vanilla flower', 'talcum powder', 'heliotrope', 'chocolate', 'tonka bean', 'sandalwood', 'vanilla']"
Orgasmo,Hilde Soliani,5,"['almond', 'amaretto liqueur accord']"
J'ai Fait Un Reve - Obscur,Majda Bekkali,3,"['Pink pepper', 'bergamot', 'Egyptian jasmine absolute', 'vanilla flower', 'oud', 'saffron', 'Moroccan atlas cedar and cashmere wood']"
J'ai Fait Un Reve - Clair,Majda Bekkali,1,"['Petitgrain', 'elemi', 'cumin', 'currant leaves', 'orange blossom', 'jasmine', 'lisylang', 'castoreum', 'white musk', 'white cedar', 'guaiac', 'leather', 'labdanum', 'incense and papyrus']"
Fusion Sacree - Clair,Majda Bekkali,5,"['fir', 'cedar', 'patchouli', 'jasmine', 'orange blossom', 'vanilla', 'musk', 'benzoin']"
Fusion Sacree - Obscur,Majda Bekkali,5,"['Rum', 'citron', 'celery', 'sweet orange', 'neroli', 'cardamom', 'lavender', 'davana', 'bergamot', 'white coffee', 'tuberose absolute', 'cloves', 'geranium', 'sweet william pear', 'liquorice', 'benzoin resinoid', 'opoponax resinoid', 'ambergris', 'cedar', 'sandalwood', 'vanilla', 'caramel and musk']"
Mon Nom Est Rouge,Majda Bekkali,5,"['Pepper', 'lemon', 'elemi', 'pink pepper', 'metallic affect', 'Turkish rose', 'geranium', 'cardamom', 'cumin', 'cinnamon', 'ginger', 'incense', 'woody balsamic', 'cedar', 'sandalwood', 'amber', 'vanilla', 'labdanum', 'patchouli', 'tonka bean', 'musk']"
Platino,Omnia Profumo,5,"['Whipped cream', 'coconut', 'caramel', 'almond milk', 'jasmine', 'mimosa', 'vanilla', 'white musk']"
L'homme infini,Divine,3,"['Coriander leaf and grain', 'elemi', 'black pepper', 'oak', 'cedar', 'agar wood', 'vetiver', 'amber', 'benzoin']"
Crema di Latte,Hilde Soliani,5,"['Milk', 'sugar', 'vanilla']"
Cristina,Hilde Soliani,5,"['Patchouli', 'labdanum', 'vanilla']"
Poudre de Riz,Pierre Guillaume Paris Black Collection,5,"['Damask rose', 'tiare absolute', 'coconut', 'vanilla', 'rice powder accord (caramelic', 'burnt toast and maple notes)', 'sandalwood', 'iris', 'cedar', 'tonka bean', 'Tolu balsam and benzoin resin']"
450,Farmacia SS. Annunziata dal 1561,3,"['Musk', 'Iris of Florence', 'Amber', 'Aromatic notes', 'Incense', 'Vanilla']"
Emir,M. Micallef,4,"['orange', 'grapefruit', 'geranium', 'oud', 'black pepper', 'patchouli', 'cedarwood', 'leather', 'musk']"
Bombay Bling,Neela Vermeire Creations,2,"['Mango', 'lychee', 'blackcurrant', 'cardamom', 'cumin', 'cistus', 'Turkish rose', 'jasmine sambac', 'ylang-ylang', 'tuberose', 'plumeria', 'gardenia', 'patchouli', 'tobacco', 'sandalwood', 'cedar', 'vanilla']"
Mohur,Neela Vermeire Creations,3,"['Cardamom', 'coriander', 'ambrette', 'carrot', 'black pepper', 'elemi', 'Turkish rose oil', 'jasmine', 'orris', 'hawthorn', 'almond milk accord', 'leather', 'sandalwood', 'amber', 'patchouli', 'oudh Palao from Laos', 'benzoin', 'vanilla', 'tonka bean']"
Trayee,Neela Vermeire Creations,4,"['Blue ginger', 'elemi', 'cinnamon', 'ganja accord', 'blackcurrant absolute', 'basil', 'jasmine sambac', 'Egyptian jasmine', 'cardamom absolute', 'clove', 'saffron', 'Javanese and Haitian vetiver', 'incense', 'Mysore sandalwood oil', 'patchouli', 'myrrh', 'vanilla', 'cedar', 'amber notes', 'oud palao from Laos', 'oak moss.']"
Myrrhiad,Pierre Guillaume Paris Black Collection,3,"['Myrrh', 'black tea absolute', 'vanilla', 'licorice']"
Oro,Omnia Profumo,5,"['Lemon', 'Bergamot', 'Cyclamen', 'Lavender', 'Lilac', 'Peony', 'Patchouly Sandalwood', 'Coumarin', 'Incense', 'Vanilla']"
Conaffetto,Hilde Soliani,5,"['Orange blossom', 'almond', 'sugar']"
Patchouli Nobile,Nobile 1942,3,"['Citrus', 'white pepper', 'frankincense', 'patchouli', 'gaic wood', 'cistus', 'jasmine Moroccan cedarwood', 'amber', 'oak moss', 'sandalwood', 'tonka.']"
Estroverso,Nobile 1942,3,"['Lemon', 'Orange', 'Tangerine', 'Lime', 'Rosemary', 'Mugwort', 'Cedarwood', 'Vetiver', 'Patchouly', 'Musk', 'Ambergris']"
Ambra Nobile,Nobile 1942,3,"['Neroli', 'Bergamot', 'Ambergris', 'Labdanum', 'Patchouly', 'Tonka Bean', 'Sandalwood', 'Cedarwood', 'Vetiver']"
Note Vanillee,M. Micallef,5,"['mandarin', 'jasmine', 'honey', 'licorice', 'sandalwood', 'vanilla', 'cognac', 'rum']"
Beachwood,Costamor,3,"['Bergamot', 'Mandarin', 'Neroli', 'Jasmine', 'Coconut', 'Cedar wood', 'Sandalwood', 'Amber', 'Musk']"
Sugarwood,Costamor,5,"['Bergamot', 'fig', 'sugar cane pulp', 'peony', 'jasmine', 'musk', 'iris', 'vanilla', 'cedarwood']"
Eau Divine,Divine,3,"['Green mandarin', 'star anise', 'ginger', 'nutmeg', 'orange flower', 'violet', 'cardamom', 'white amber', 'labdanum', 'hot musk']"
Il Vs Iris,Hilde Soliani,1,"['Orris root', 'green pepper', 'almond', 'sandalwood.']"
Acquiiissssima,Hilde Soliani,3,"['seaweed', 'jasmine', 'green tea']"
Fraaagola Saalaaata,Hilde Soliani,5,['Strawberry salt']
L'etre Aime - Femme,Divine,1,"['neroli', 'bergamot', 'nectarine', 'jasmine', 'lily', 'tincture of rose', 'everlasting flowers', 'labdanum', 'sandalwood', 'vetiver and vanilla']"
Ambra Eau,Omnia Profumo,5,"['Orange', 'bergamot', 'geranium', 'incense', 'lavender', 'patchouli', 'vanilla', 'labdanum', 'opoponax', 'amber']"
Madera,Omnia Profumo,5,"['Vanilla pod', 'caramel', 'Madagascar vanilla', 'peach blossom', 'wildflowers', 'tobacco flower', 'coconut', 'white musk']"
Onice Eau,Omnia Profumo,3,"['citrus', 'anise', 'lavender', 'licorice', 'peach', 'pineapple', 'rose', 'nutmeg', 'geranium', 'hyacinth', 'jasmine', 'ylang', 'mint', 'sandalwood', 'musk', 'cedarwood', 'amber']"
Vaniglia del,Farmacia SS. Annunziata dal 1561,5,"['lemon', 'floral notes', 'amber notes', 'Madagascar vanilla']"
Reve en Cuir,Indult,3,"['Bergamot', 'Lemon', 'Cardamom', 'Oregano', 'Clove Bud', 'Texan Cedarwood', 'Patchouli', 'Oak Moss', 'Haitian Vetyver', ""Crystallized Vanilla Recent Press New York Times' Chandler Burr gives Reve en Cuir  Five Stars'Leather \x94\x94 old"", 'dark', 'smoky', 'heavy \x94\x94 is diabolically difficult to adapt to an accessible 21st-century format. Under the creative direction of Maselli', 'Wright and Eastwood', 'Kurkdjian has succeeded masterfully. RÃªve is a delectable', 'edible', 'light-infused leather that is instantly legible', 'deliciously impossible', 'as if an HermÃ¨s belt had been candied and baked by a patissier. Technically perfect (it lasts and diffuses like clockwork)', ""it is also an aesthetic triumph. HermÃ¨s's own Kelly CalÃ¨che wonderfully modernized leather; RÃªve en Cuir is even better"", 'stronger and more daring. It is not just the leather you never imagined \x94\x94 it is also the gourmand you never imagined. Indeed', ""membership has its privileges.' ~ Chandler Burr - The Moment Blog - NYTimes.com: Scent Notes""]"
Patchouly,Farmacia SS. Annunziata dal 1561,3,['Patchouli from Indonesia']
Ambra,Farmacia SS. Annunziata dal 1561,5,"['cypress', 'eucalyptus', 'amber', 'benzoin', 'vetiver', 'vanilla', 'patchouly']"
Chia,Farmacia SS. Annunziata dal 1561,5,"['almond', 'orange', 'rose', 'candyfloss', 'hazelnut', 'vanilla', 'amber', 'musk']"
Cara,Farmacia SS. Annunziata dal 1561,5,"['Amber', 'caramel', 'almond', 'talcum', 'vanilla']"
Takis,Farmacia SS. Annunziata dal 1561,2,"['Lemon', 'thyme', 'sage', 'rose', 'musk', 'ylang ylang', 'vanilla', 'oak']"
Perla,Farmacia SS. Annunziata dal 1561,5,"['Lemon', 'osmanthus', 'amber', 'vanilla']"
Royal Muska,M. Micallef,2,"['ylang ylang', 'rose', 'precious woods', 'white musks', 'fruits', 'benzoin']"
Vanille Oud,M. Micallef,2,"['bergamot', 'ylang-ylang', 'prune', 'oud', 'caramel', 'musk', 'vanilla', 'benzoin']"
Gaiac,M. Micallef,3,"['bergamot', 'jasmine', 'cloves', 'gaiac', 'vetiver', 'vanilla']"
Homme (Aoud),M. Micallef,5,"['rose', 'aoud', 'sandalwood', 'cinnamon', 'saffron', 'nutmeg', 'honey', 'patchouli']"
Avant Garde,M. Micallef,5,"['bergamot', 'grapefruit', 'cocoa bean', 'tobacco', 'incense', 'Russian leather', 'tonka bean', 'grey amber']"
Manakara,Indult,5,"['rose', 'lychee']"
Isvaraya,Indult,3,"['Patchouli', 'Indian plum tree', 'jasmine']"
L'Inspiratrice,Divine,2,"['Rose', 'ylang-ylang', 'vanilla', 'tonka bean', 'vetiver', 'patchouli']"
All That Matters,Anamor,1,"['musk', 'sandalwood', 'lily of the valley']"
Mazzolari,Mazzolari,3,"['Sandalwood', 'vetiver', 'spices and subtle citrus and green notes']"
Lui,Mazzolari,3,"['Sandalwood', 'cedar', 'patchouli', 'ambergris', 'vetiver', 'spices']"
Alessandro,Mazzolari,5,"['almond', 'honey', 'vanilla']"
Musk,Mazzolari,1,"['light musc', 'subtle spice notes']"
Patchouli,Mazzolari,5,"['Indonesian patchouli', 'spices', 'hints of amber', 'honey']"
L'ame Soeur,Divine,2,"['jasmine', 'otto of Bulgarian rose', 'ylang', 'ambergris']"
Douceur de Vanille,Les Nereides,5,"['bourbon vanilla', 'almond', 'cocoa', 'white rose', 'star aniseed']"
Opoponax,Les Nereides,5,"['opoponax (sweet myrrh)', 'amber', 'vanilla', 'sandalwood', 'benzoin', 'citrus']"
Patchouli Precieux,Les Nereides,5,"['Sweet orange', 'Green notes', 'Balsam', 'Scots Pine', 'Sandalwood', 'Patchouli', 'Vanilla', 'Musk']"
Black,Michele Bergman,1,['floral']
Divine,Divine,5,"['peach', 'coriander', 'gardenia', 'Indian tuberose', 'May rose', 'oak moss', 'musk', 'vanilla', 'spice']"
L'Infante,Divine,5,"['Chinese jasmine', 'peony', 'blackcurrant leaves', 'ivy', 'ambergris', 'vanilla', 'musk', 'tonka bean']"
Molecule 05,Escentric Molecules,3,['Cashmeran']
Escentric 05,Escentric Molecules,3,"['Fig', 'bergamot', 'orange', 'laurel', 'rosemary', 'juniper', 'basil', 'hedione', 'cypress', 'freesia', 'iris', 'jasmine', 'cashmeran', 'cistus labdanum', 'musc', 'ambroxan', 'mastic', 'iso e super']"
Explicite,Ex Nihilo,5,"['Nutmeg', 'Pink Pepper', 'Peony', 'Lily of the Valley', 'Praline', 'Vanilla', 'Sandalwood', 'Amber']"
Triad,Bortnikoff,4,"['Tincture of Wild Oud from Sri Lanka', 'Magnolia', 'Rose de Mai', 'Indonesian Bouya', 'Organic Oud from China (Hay-nan)', 'Oud from Thailand', 'Tonka Beans', 'Benzoin from Sumatra', 'Hyraceum']"
Arborist,Jorum Studio,3,"['Quince', 'Honey', 'Saffron', 'Osmanthus Absolute', 'Magnolia', 'Burdock', 'Papyrus', 'Mugwort', 'Rose Absolute', 'Tuberose', 'Myrrh Absolute', 'Spruce Resin', 'Douglas Fir', 'Labdanum', 'Jatamansi', 'Malt', 'Lichen']"
